#Tax                                                                  	AF4_62 	AF4_61 	AF4_41 	AF4_42 	AF4_51 	AF4_22 	AF4_21 	AF4_31 	AF4_32 	AF4_12 	AF4_11 	P4_21 	P4_22 	P4_51 	P4_42 	P4_41 	P4_61 	P4_62 	P4_11 	P4_12 	P4_32 	P4_31 	UCB4_61 	UCB4_62 	UCB4_21 	UCB4_42 	UCB4_22 	UCB4_41 	UCB4_32 	UCB4_31 	UCB4_11 	UCB4_12 	UCB4_51 	M4_11 	M4_12 	M4_21 	M4_22 	M4_31 	M4_32 	M4_42 	M4_41 	M4_51 	M4_61 	M4_62
s__Butyrivibrio_sp._FCS006                                            	     0 	     0 	    40 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_sp._FC2001                                            	     0 	     0 	     0 	     0 	     0 	    93 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_sp._CAG:318                                           	     0 	     0 	     0 	     0 	     0 	     0 	    77 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_sp._AE3009                                            	     0 	     0 	    13 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_sp._AE2032                                            	     0 	     0 	    93 	     0 	     0 	     0 	    33 	    12 	     0 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	   70 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_sp._AC2005                                            	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_proteoclasticus                                       	     0 	   129 	    13 	    29 	     0 	    93 	    77 	     0 	     0 	     0 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_hungatei                                              	     0 	     0 	     0 	     0 	     0 	    46 	    11 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_fibrisolvens                                          	     0 	     0 	    26 	     0 	     0 	    46 	     0 	     0 	   179 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	    102 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_crossotus_CAG:259                                     	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyrivibrio_crossotus                                             	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	    88 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyricimonas_virosa                                               	     0 	     0 	     0 	     0 	     0 	     0 	    55 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	  126 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Butyricimonas_sp._Marseille-P2440                                  	     0 	     0 	     0 	     0 	     0 	   139 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__butyrate-producing_bacterium_SS3/4                                 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    89 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Burkholderiales_bacterium_RIFCSPLOWO2_12_FULL_67_210               	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    38 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Burkholderiales_bacterium_RIFCSPLOWO2_12_FULL_64_99                	     0 	     0 	    13 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Burkholderiales_bacterium_1_1_47                                   	     0 	     0 	     0 	     0 	     0 	     0 	    22 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Burkholderia_sp._AU4i                                              	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    89 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Burkholderia_cepacia_complex                                       	     0 	     0 	     0 	   119 	     0 	     0 	    33 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Brucella_suis                                                      	     0 	     0 	   575 	     0 	     0 	     0 	  1474 	  2138 	     0 	     0 	   203 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Brevibacterium_aurantiacum                                         	   226 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    189 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Brachyspira_hampsonii                                              	 22850 	 12129 	  1567 	  2694 	 20415 	  7448 	   919 	  1113 	 14413 	  6483 	  5397 	28422 	33275 	28996 	28921 	29207 	30324 	32721 	30997 	28626 	27516 	27883 	  26728 	  26188 	  26826 	  25831 	  26910 	  29333 	  27444 	  24882 	  22807 	  17674 	  27376 	25989 	26672 	26871 	28863 	12419 	23145 	30810 	24672 	26021 	26473 	29375
s__Brachybacterium_sp._sponge                                         	     0 	     0 	     0 	     0 	     0 	     0 	    44 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Brachybacterium_faecium                                            	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    125 	    283 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Boudabousia_marimammalium                                          	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	   101 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bordetella_flabilis                                                	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bordetella_bronchiseptica                                          	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    51 	     0 	     0 	     0 	   80 	    0 	    0 	    0 	    0 	    0 	    0 	  296 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	   70 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Blautia_wexlerae                                                   	     0 	     0 	     0 	     0 	     0 	   139 	    66 	     0 	     0 	    88 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	     94 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Blautia_sp._Marseille-P3087                                        	     0 	     0 	    80 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Blautia_sp._Marseille-P2398                                        	     0 	     0 	     0 	     0 	     0 	     0 	    11 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Blautia_sp._CAG:52                                                 	     0 	     0 	     0 	     0 	     0 	    93 	    11 	     0 	     0 	     0 	   152 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Blautia_sp._CAG:37_48_57                                           	     0 	     0 	     0 	     0 	     0 	     0 	     0 	   102 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Blautia_sp._CAG:37                                                 	     0 	     0 	     0 	    29 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Blautia_schinkii                                                   	     0 	     0 	     0 	    29 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Blautia_producta                                                   	     0 	   258 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    103 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Blautia_obeum                                                      	     0 	     0 	    80 	     0 	     0 	    46 	    22 	   115 	   179 	     0 	     0 	    0 	    0 	    0 	  163 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	   85 	    0
s__Blautia_hydrogenotrophica                                          	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bilophila_wadsworthia                                              	     0 	     0 	     0 	     0 	     0 	     0 	    55 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_thermophilum                                       	     0 	     0 	     0 	     0 	     0 	   139 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_ruminantium                                        	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_pseudolongum                                       	     0 	     0 	    40 	    59 	     0 	   279 	     0 	     0 	   537 	   710 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	  133 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_merycicum                                          	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    25 	   358 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_longum_CAG:69                                      	     0 	     0 	     0 	     0 	     0 	     0 	    77 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_longum                                             	     0 	     0 	   401 	   479 	     0 	     0 	   487 	    76 	     0 	   488 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	    205 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_catenulatum                                        	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_callitrichos                                       	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	     94 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_breve                                              	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	   133 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_bifidum                                            	     0 	     0 	  1406 	    29 	     0 	    93 	   509 	   128 	     0 	    88 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_animalis                                           	     0 	     0 	     0 	   119 	     0 	     0 	  1197 	     0 	     0 	   177 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bifidobacterium_adolescentis                                       	     0 	     0 	    13 	    29 	     0 	    93 	    11 	    12 	   805 	   355 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	  100 	    0 	    0 	    0
s__Bibersteinia_trehalosi                                             	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    38 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bhargavaea_cecembensis                                             	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Beggiatoa_sp._PS                                                   	     0 	   774 	     0 	     0 	     0 	    46 	     0 	     0 	    89 	     0 	     0 	  240 	    0 	    0 	    0 	   99 	  120 	    0 	   98 	  128 	  335 	    0 	    103 	      0 	    479 	      0 	      0 	    102 	    117 	    117 	    375 	    756 	      0 	  179 	    0 	  133 	    0 	  388 	  442 	  132 	    0 	    0 	  170 	    0
s__Barnesiella_viscericola                                            	     0 	     0 	     0 	     0 	     0 	    46 	    11 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Barnesiella_intestinihominis                                       	     0 	     0 	     0 	     0 	     0 	     0 	    88 	    51 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidia_bacterium_44-10                                        	     0 	     0 	     0 	     0 	     0 	    46 	    22 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidetes_oral_taxon_274                                       	     0 	     0 	     0 	     0 	     0 	    46 	    22 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidetes_bacterium_GWF2_49_14                                 	     0 	     0 	    26 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidetes_bacterium_GWF2_43_63                                 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	   80 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidetes_bacterium_GWF2_41_31                                 	     0 	     0 	     0 	     0 	     0 	     0 	    77 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	   89 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidetes_bacterium_GWF2_40_14                                 	     0 	     0 	     0 	     0 	     0 	     0 	    55 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidetes_bacterium_GWF2_33_38                                 	     0 	     0 	     0 	     0 	     0 	     0 	    11 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidetes_bacterium_GWE2_40_15                                 	     0 	     0 	     0 	     0 	     0 	    93 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidetes_bacterium_CG2_30_32_10                               	     0 	     0 	     0 	     0 	     0 	    46 	    11 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroidetes_bacterium_41-46                                      	     0 	     0 	     0 	     0 	     0 	   418 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroides_xylanisolvens                                          	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroides_vulgatus_CAG:6                                         	     0 	     0 	     0 	     0 	     0 	    93 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroides_uniformis                                              	     0 	     0 	     0 	     0 	     0 	    93 	    11 	     0 	   537 	    44 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    189 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Bacteroides_timonensis                                             	     0 	     0 	     0 	     0 	     0 	     0 	    55 	     0 	     0 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
